COUNTRY_ALPHA,E217,E218,E220,I001,I002,E234
ROU,10,10,10,1,1,-1
ROU,10,10,-1,1,-1,6
ROU,10,10,-1,1,-1,7
ROU,10,10,-1,-1,-1,6
ROU,10,10,10,1,1,6
ROU,5,10,5,1,1,1
ROU,10,10,1,1,1,10
ROU,10,10,1,1,1,1
ROU,10,9,10,10,-1,10
ROU,10,10,7,1,10,10
ROU,9,9,4,-1,10,5
ROU,-1,-1,-1,-1,-1,-1
ROU,10,9,5,-2,-2,-1
ROU,10,10,2,1,1,10
ROU,10,10,8,1,1,10
ROU,10,10,10,1,1,-1
ROU,10,10,10,-1,-1,7
ROU,10,10,10,1,10,10
ROU,10,10,1,1,9,10
ROU,5,7,8,7,7,8
ROU,8,10,5,1,7,10
ROU,10,9,7,7,6,9
ROU,7,-1,-1,9,5,4
ROU,10,10,6,2,6,10
ROU,10,10,5,6,6,6
ROU,10,10,5,7,7,8
ROU,6,6,6,7,4,6
ROU,10,10,10,8,10,8
ROU,9,9,5,5,7,7
ROU,9,9,5,5,9,8
ROU,10,9,6,6,7,7
ROU,10,10,10,10,10,10
ROU,8,8,6,3,9,8
ROU,8,10,10,6,10,7
ROU,8,8,-1,6,9,8
ROU,-1,-1,-1,-1,-1,-2
ROU,5,6,3,8,8,5
ROU,5,5,4,5,4,4
ROU,6,7,5,6,6,6
ROU,7,5,7,6,6,6
ROU,5,7,5,7,6,6
ROU,-2,-2,-2,-2,-2,-1
ROU,-1,-1,-1,-1,-1,-1
ROU,6,5,9,6,3,5
ROU,10,10,1,1,1,10
ROU,8,10,3,5,7,8
ROU,9,10,4,7,8,5
ROU,9,10,4,4,6,8
ROU,7,10,8,8,8,7
ROU,6,8,6,7,6,7
ROU,6,8,8,6,8,5
ROU,5,7,7,7,8,6
ROU,7,9,8,5,2,7
ROU,10,10,5,10,10,10
ROU,10,10,10,10,10,10
ROU,1,6,-1,6,1,-1
ROU,10,10,6,6,1,10
ROU,6,8,7,9,-2,7
ROU,-1,-1,-1,-2,1,2
ROU,10,10,3,1,1,10
ROU,10,10,5,1,5,10
ROU,10,10,7,10,6,1
ROU,7,7,8,8,10,5
ROU,3,5,9,8,4,3
ROU,2,2,9,9,2,2
ROU,3,5,4,5,4,7
ROU,4,6,4,6,6,4
ROU,4,6,4,6,6,4
ROU,2,2,6,10,7,3
ROU,3,3,4,3,3,4
ROU,9,9,10,3,7,8
ROU,10,10,10,3,4,10
ROU,-1,-1,-1,10,-1,-1
ROU,10,10,3,1,10,7
ROU,10,10,1,2,1,10
ROU,10,10,1,8,9,7
ROU,10,10,1,5,1,10
ROU,4,-1,3,4,5,3
ROU,10,10,10,1,10,10
ROU,10,10,3,1,1,10
ROU,10,10,1,1,1,10
ROU,6,9,9,9,9,1
ROU,10,10,-1,1,1,10
ROU,10,10,6,6,10,10
ROU,10,10,10,10,10,1
ROU,10,10,1,10,9,10
ROU,10,1,10,10,1,10
ROU,10,10,10,10,10,1
ROU,10,10,1,6,10,5
ROU,10,10,1,1,1,10
ROU,10,10,6,6,1,10
ROU,1,9,9,9,9,1
ROU,10,10,1,9,10,1
ROU,10,10,6,-1,10,5
ROU,1,10,10,6,1,1
ROU,10,10,-1,6,10,1
ROU,10,10,1,1,1,1
ROU,6,10,6,6,1,6
ROU,10,10,1,6,1,5
ROU,10,10,-1,5,10,10
ROU,10,10,10,10,-1,5
ROU,-1,10,9,10,-1,1
ROU,8,5,6,10,1,6
ROU,10,10,6,1,10,10
ROU,6,3,10,-1,1,5
ROU,9,9,9,-1,-1,6
ROU,10,10,1,1,6,10
ROU,1,1,1,1,5,1
ROU,6,1,6,6,1,1
ROU,10,10,1,10,-1,1
ROU,10,10,10,1,-1,10
ROU,10,7,10,-1,-1,1
ROU,7,10,10,10,10,10
ROU,6,10,6,10,5,5
ROU,10,10,10,10,1,1
ROU,1,10,-1,10,1,1
ROU,9,9,9,1,10,9
ROU,6,10,10,3,5,5
ROU,8,8,6,7,9,7
ROU,7,8,8,5,5,7
ROU,7,7,7,5,8,6
ROU,8,9,9,4,9,6
ROU,4,4,3,8,8,2
ROU,4,4,4,3,7,6
ROU,1,6,6,6,10,6
ROU,-1,-1,10,-1,-1,-1
ROU,-1,-1,6,5,10,8
ROU,10,10,1,5,5,1
ROU,10,10,5,1,5,10
ROU,8,8,6,6,7,7
ROU,-1,-1,9,7,9,8
ROU,7,9,5,8,6,8
ROU,10,10,10,-1,8,10
ROU,7,7,5,8,6,8
ROU,9,9,9,8,8,9
ROU,9,9,9,9,9,9
ROU,8,8,10,10,9,7
ROU,9,9,10,10,10,7
ROU,9,9,9,5,8,8
ROU,6,8,8,8,8,8
ROU,8,8,8,8,8,9
ROU,8,8,6,6,6,9
ROU,9,9,10,9,10,7
ROU,9,9,9,4,4,9
ROU,10,9,5,3,1,8
ROU,10,9,6,1,6,10
ROU,10,10,1,6,6,6
ROU,10,10,5,9,4,8
ROU,8,9,5,5,5,8
ROU,9,9,9,9,9,8
ROU,10,10,10,10,10,10
ROU,10,10,1,1,1,10
ROU,10,10,1,2,1,8
ROU,5,5,10,10,5,1
ROU,6,6,9,3,3,5
ROU,4,4,3,4,1,3
ROU,4,6,8,6,9,5
ROU,10,10,1,6,6,7
ROU,4,4,6,3,6,6
ROU,1,-1,-1,3,10,-1
ROU,1,1,3,3,3,8
ROU,6,6,6,6,1,5
ROU,6,6,6,6,3,6
ROU,6,6,6,6,2,5
ROU,6,8,6,3,9,6
ROU,7,7,-1,-1,1,3
ROU,8,10,10,10,1,8
ROU,6,10,1,1,1,10
ROU,8,10,8,6,4,5
ROU,5,10,6,7,1,10
ROU,9,7,7,2,6,5
ROU,7,8,2,2,5,7
ROU,8,8,1,1,6,8
ROU,5,1,10,10,1,3
ROU,9,8,8,6,7,3
ROU,9,9,4,8,5,8
ROU,8,8,8,4,7,2
ROU,9,8,1,1,1,10
ROU,9,10,7,6,1,10
ROU,9,9,4,3,4,8
ROU,10,10,10,5,1,10
ROU,10,10,3,6,10,3
ROU,10,10,7,7,5,3
ROU,10,10,9,6,3,3
ROU,8,10,1,5,1,8
ROU,9,9,6,6,1,5
ROU,10,10,1,1,1,5
ROU,6,6,1,1,5,5
ROU,10,10,1,10,5,1
ROU,5,5,1,5,1,5
ROU,10,10,1,5,10,5
ROU,5,10,1,1,1,5
ROU,9,9,6,9,7,3
ROU,10,9,6,-1,2,6
ROU,2,3,-1,-1,-1,6
ROU,8,8,4,5,1,9
ROU,5,5,9,9,9,2
ROU,6,6,6,2,2,9
ROU,8,8,3,3,6,7
ROU,8,8,3,3,3,8
ROU,7,7,5,3,3,4
ROU,6,6,8,6,6,5
ROU,8,8,4,6,3,5
ROU,2,6,6,1,1,2
ROU,8,8,5,9,2,10
ROU,10,10,6,7,9,1
ROU,10,10,5,10,6,3
ROU,8,8,8,3,5,8
ROU,10,10,7,10,4,1
ROU,8,8,7,8,8,1
ROU,6,7,-1,1,1,7
ROU,5,5,7,4,3,6
ROU,9,8,7,5,6,5
ROU,9,8,7,5,5,3
ROU,5,5,9,8,-1,5
ROU,9,3,4,5,1,1
ROU,9,9,1,9,1,7
ROU,5,5,5,6,7,6
ROU,8,9,9,9,1,7
ROU,10,10,5,8,5,5
ROU,8,8,-1,-1,1,7
ROU,8,10,-1,-1,1,6
ROU,6,6,6,6,6,5
ROU,7,8,4,4,9,8
ROU,10,10,1,1,10,6
ROU,10,1,1,1,1,7
ROU,8,8,7,2,3,8
ROU,10,10,8,6,5,7
ROU,10,10,1,6,1,6
ROU,7,5,5,6,1,7
ROU,5,5,2,5,1,8
ROU,8,7,1,1,1,6
ROU,8,8,-1,6,1,6
ROU,6,6,-1,-1,1,3
ROU,10,10,1,1,10,10
ROU,10,10,1,-1,-1,-1
ROU,6,6,6,1,6,1
ROU,-1,10,-1,-1,10,1
ROU,10,8,1,1,10,8
ROU,-1,-1,-1,-1,-1,10
ROU,10,-1,10,9,1,10
ROU,10,10,1,-1,10,1
ROU,6,9,7,-1,10,10
ROU,6,8,6,5,6,7
ROU,1,1,1,1,9,10
ROU,7,7,7,7,7,5
ROU,8,8,-1,-1,-1,5
ROU,9,9,-1,-1,-1,6
ROU,5,5,3,-1,3,5
ROU,10,9,-1,1,1,10
ROU,1,1,1,10,10,6
ROU,6,5,9,5,1,6
ROU,9,8,7,3,1,5
ROU,5,5,5,5,5,5
ROU,8,8,4,2,4,5
ROU,10,10,10,10,1,10
ROU,2,2,8,6,6,5
ROU,6,7,7,7,10,6
ROU,10,10,6,-1,10,1
ROU,10,10,10,1,1,6
ROU,4,9,2,1,1,7
ROU,6,6,6,1,6,10
ROU,10,10,10,1,10,10
ROU,8,8,3,2,1,5
ROU,5,10,10,1,7,5
ROU,5,5,2,2,6,5
ROU,3,5,8,10,1,5
ROU,-1,-1,5,-1,1,5
ROU,8,8,1,1,6,4
ROU,8,8,2,7,4,5
ROU,6,6,6,6,6,5
ROU,8,9,5,7,5,5
ROU,9,9,9,8,8,9
ROU,9,9,6,6,7,10
ROU,3,3,3,6,2,3
ROU,4,4,9,4,4,5
ROU,8,8,8,8,6,5
ROU,6,8,8,-1,-1,2
ROU,6,6,6,6,6,5
ROU,3,3,8,8,6,3
ROU,9,9,8,8,5,8
RUS,8,6,9,6,4,8
RUS,8,7,6,9,5,8
RUS,8,5,8,6,4,8
RUS,10,10,3,5,2,10
RUS,8,8,1,1,1,9
RUS,10,10,10,10,10,10
RUS,10,10,1,7,1,4
RUS,10,10,10,10,9,10
RUS,10,10,5,10,1,10
RUS,1,10,1,10,1,10
RUS,10,10,1,1,1,10
RUS,6,6,5,7,5,7
RUS,6,7,7,6,6,8
RUS,4,5,7,3,5,10
RUS,10,10,-1,-1,1,8
RUS,10,10,5,-1,5,6
RUS,9,9,-1,3,7,5
RUS,10,10,6,4,1,10
RUS,9,9,-1,-1,2,10
RUS,10,10,6,1,1,10
RUS,8,8,2,9,9,7
RUS,10,9,2,2,2,10
RUS,10,8,1,7,1,9
RUS,10,10,6,8,3,10
RUS,10,10,5,5,1,10
RUS,10,10,7,1,5,10
RUS,9,10,1,5,5,10
RUS,10,10,7,10,10,10
RUS,10,10,5,5,1,9
RUS,9,8,7,7,7,7
RUS,10,9,6,6,2,10
RUS,10,10,1,5,10,7
RUS,10,10,1,1,1,10
RUS,10,10,3,10,5,10
RUS,10,5,1,7,1,9
RUS,10,10,10,10,10,6
RUS,3,5,5,5,4,8
RUS,10,10,10,1,1,10
RUS,4,5,7,7,9,7
RUS,10,10,1,1,10,10
RUS,3,1,3,7,8,5
RUS,10,10,5,10,9,9
RUS,10,9,10,10,7,8
RUS,10,10,6,6,1,10
RUS,10,10,4,5,7,8
RUS,9,9,2,2,9,9
RUS,8,8,8,8,8,6
RUS,-1,9,-1,-1,-1,-1
RUS,9,9,6,6,5,8
RUS,9,10,5,5,3,8
RUS,9,9,9,9,5,8
RUS,5,8,10,10,10,5
RUS,10,5,5,6,1,10
RUS,8,10,10,10,10,10
RUS,1,1,5,10,1,1
RUS,8,8,8,10,8,5
RUS,10,10,5,10,1,10
RUS,8,8,5,10,8,5
RUS,10,10,3,10,1,10
RUS,7,5,5,5,5,-2
RUS,10,10,10,-1,-1,10
RUS,8,6,10,1,1,8
RUS,10,10,5,8,7,8
RUS,8,8,7,4,1,8
RUS,8,9,6,1,6,8
RUS,10,10,5,5,1,10
RUS,1,9,8,10,2,10
RUS,6,10,1,4,6,5
RUS,10,10,10,10,1,10
RUS,9,9,1,6,1,10
RUS,10,10,1,1,1,10
RUS,8,5,1,2,7,6
RUS,8,10,1,3,5,8
RUS,10,10,1,1,10,10
RUS,10,6,4,9,2,7
RUS,3,5,9,8,10,4
RUS,8,6,7,10,1,9
RUS,9,7,7,8,3,8
RUS,10,10,1,1,1,10
RUS,9,10,1,5,2,8
RUS,10,10,10,10,1,10
RUS,10,6,3,2,7,6
RUS,9,10,5,2,1,3
RUS,6,7,7,7,4,5
RUS,9,9,4,7,3,5
RUS,7,6,8,4,8,7
RUS,10,10,-1,-1,1,6
RUS,8,10,1,1,3,10
RUS,4,6,6,10,4,8
RUS,5,10,1,5,1,10
RUS,6,7,5,6,4,7
RUS,7,8,4,5,7,7
RUS,10,7,8,6,6,6
RUS,6,7,6,7,8,6
RUS,6,6,7,6,8,5
RUS,7,5,6,8,7,6
RUS,10,10,1,1,1,10
RUS,6,7,-1,3,10,-1
RUS,10,10,10,1,1,6
RUS,5,10,1,1,5,5
RUS,10,10,1,1,1,5
RUS,10,10,5,3,3,5
RUS,10,10,-1,3,-1,8
RUS,10,10,4,5,4,6
RUS,10,10,10,10,10,10
RUS,7,7,5,8,10,8
RUS,8,9,4,6,5,6
RUS,10,9,6,6,3,10
RUS,10,10,2,1,1,10
RUS,10,10,7,5,1,10
RUS,7,7,6,5,9,9
RUS,10,10,8,5,10,10
RUS,7,8,4,5,10,5
RUS,4,8,6,6,1,8
RUS,10,9,4,10,10,6
RUS,10,10,8,10,10,10
RUS,10,10,4,7,10,7
RUS,10,10,7,3,1,10
RUS,10,10,5,5,1,10
RUS,10,7,8,7,9,6
RUS,10,9,8,5,6,8
RUS,10,10,6,9,1,10
RUS,10,10,1,1,1,10
RUS,10,10,7,7,1,10
RUS,10,10,3,3,1,10
RUS,4,5,7,9,6,5
RUS,4,5,8,9,7,9
RUS,10,10,10,10,1,8
RUS,9,10,7,10,7,10
RUS,10,10,5,7,2,9
RUS,8,9,5,10,3,6
RUS,4,4,10,7,7,8
RUS,10,10,-1,-1,10,8
RUS,10,10,1,1,1,10
RUS,2,1,2,1,10,8
RUS,10,6,10,10,10,10
RUS,10,10,-1,5,3,10
RUS,5,10,10,10,1,5
RUS,7,7,7,6,8,8
RUS,6,3,5,5,9,5
RUS,5,10,4,5,8,5
RUS,9,9,4,5,6,8
RUS,7,7,4,5,6,8
RUS,7,7,4,5,3,7
RUS,4,5,7,8,4,5
RUS,4,5,3,6,3,5
RUS,4,5,2,7,1,6
RUS,6,7,5,3,8,7
RUS,4,8,4,5,1,6
RUS,4,7,7,6,8,7
RUS,10,10,10,10,1,6
RUS,8,10,10,6,1,10
RUS,10,10,-1,10,1,9
RUS,5,10,1,1,1,10
RUS,10,9,8,9,2,6
RUS,10,8,2,1,8,10
RUS,7,7,2,2,1,10
RUS,10,7,6,1,1,10
RUS,10,10,7,5,2,8
RUS,5,5,7,7,5,6
RUS,5,3,6,7,5,10
RUS,4,7,-1,4,7,6
RUS,6,7,4,3,5,8
RUS,7,8,4,5,6,8
RUS,6,10,8,6,1,6
RUS,10,10,5,5,1,10
RUS,1,10,1,1,1,10
RUS,10,10,1,2,1,10
RUS,10,10,5,1,1,10
RUS,9,9,5,1,5,9
RUS,8,8,-1,-1,8,8
RUS,9,8,4,6,1,9
RUS,10,10,7,7,1,10
RUS,10,10,8,6,2,10
RUS,10,10,1,1,5,10
RUS,10,10,5,8,8,9
RUS,7,8,9,6,4,8
RUS,10,10,5,5,5,10
RUS,10,10,1,1,1,10
RUS,10,10,4,4,1,7
RUS,10,10,5,5,5,6
RUS,10,10,3,4,5,8
RUS,5,5,7,6,4,6
RUS,7,7,1,10,10,7
RUS,8,9,10,9,3,8
RUS,5,8,9,10,3,5
RUS,7,7,3,10,10,7
RUS,5,2,7,5,8,10
RUS,8,9,10,7,9,5
RUS,10,10,2,8,1,10
RUS,10,10,4,5,1,10
RUS,10,10,-1,6,4,10
RUS,10,10,8,10,3,10
RUS,10,8,4,5,5,8
RUS,10,10,1,1,1,6
RUS,10,10,5,3,5,5
RUS,10,10,4,3,2,10
RUS,10,10,3,1,3,6
RUS,5,10,3,5,6,6
RUS,10,10,6,4,1,6
RUS,10,10,4,3,4,5
RUS,8,10,8,5,3,10
RUS,10,10,8,9,9,10
RUS,10,10,10,10,1,10
RUS,8,4,10,10,9,7
RUS,5,7,6,7,6,9
RUS,10,10,10,10,10,10
RUS,8,8,8,9,6,9
RUS,9,9,1,9,1,9
RUS,7,5,8,7,8,6
RUS,10,10,5,3,10,10
RUS,10,10,10,5,5,9
RUS,8,9,10,6,10,8
RUS,10,10,1,6,4,9
RUS,10,9,5,7,10,7
RUS,7,8,2,2,8,7
RUS,6,8,3,7,8,10
RUS,8,8,3,8,6,7
RUS,10,10,10,7,10,10
RUS,5,3,10,1,1,10
RUS,10,10,7,5,1,10
RUS,8,8,7,8,3,10
RUS,9,9,5,7,2,10
RUS,10,10,1,1,6,10
RUS,7,10,4,3,6,8
RUS,10,10,5,5,5,9
RUS,5,5,5,5,9,8
RUS,1,1,5,4,10,5
RUS,10,10,2,5,3,8
RUS,10,10,8,10,5,8
RUS,10,10,1,5,1,10
RUS,8,9,5,5,7,8
RUS,10,10,1,1,1,10
RUS,7,5,4,6,7,8
RUS,3,4,5,4,4,5
RUS,8,9,7,3,2,8
RUS,8,8,3,5,3,5
RUS,8,8,3,3,3,9
RUS,10,10,10,-1,5,7
RUS,3,2,3,4,1,5
RUS,10,10,5,5,1,10
RUS,10,10,1,1,1,10
RUS,9,8,2,6,10,9
RUS,5,10,3,2,1,10
RUS,6,8,5,10,5,5
RUS,10,10,6,1,1,10
RUS,6,9,2,1,6,8
RUS,8,9,3,7,7,8
RUS,8,7,5,7,8,8
RUS,2,1,5,5,3,8
RUS,10,10,6,6,3,10
RUS,8,6,7,6,7,5
RUS,5,10,8,5,1,10
RUS,10,10,1,1,1,10
RUS,10,10,1,1,5,10
RUS,10,10,5,4,5,9
RUS,10,10,4,3,4,9
RUS,7,8,1,2,1,7
RUS,1,9,9,9,9,5
RUS,10,10,4,7,1,9
RUS,10,10,1,8,7,10
RUS,10,10,3,7,1,9
RUS,10,10,5,7,1,10
RUS,8,9,5,5,5,8
RUS,5,3,6,7,6,6
RUS,9,7,9,8,8,6
RUS,10,10,10,10,5,5
RUS,6,8,6,7,8,6
RUS,10,10,1,1,4,10
RUS,10,10,5,6,4,5
RUS,10,10,3,5,-1,10
RUS,10,10,5,3,5,6
RUS,10,10,5,3,5,5
RUS,10,10,2,4,5,6
RUS,5,10,5,4,3,6
RUS,10,10,5,3,4,5
RUS,10,10,5,4,6,6
RUS,1,1,4,3,3,10
RUS,8,8,10,10,3,8
RUS,10,10,4,4,2,9
RUS,10,9,5,5,1,10
RUS,10,10,9,9,1,9
RUS,9,10,4,6,10,9
RUS,10,10,6,8,1,10
RUS,9,10,4,6,9,10
RUS,5,5,4,6,6,10
RUS,4,8,6,4,5,6
RUS,6,7,6,7,7,6
RUS,10,8,6,7,8,7
RUS,8,9,5,2,7,9
RUS,10,10,5,6,8,9
RUS,7,4,10,7,3,10
RUS,3,4,4,3,2,5
RUS,5,5,3,1,3,8
RUS,6,5,4,5,5,6
RUS,10,10,1,1,1,10
RUS,6,6,8,8,2,3
RUS,10,10,10,10,1,6
RUS,10,9,8,7,7,2
RUS,10,10,10,10,1,10
RUS,10,10,5,5,1,10
RUS,10,10,10,10,10,10
RUS,10,10,1,1,5,10
RUS,9,8,5,4,7,6
RUS,4,6,5,4,6,4
RUS,7,8,4,7,9,8
RUS,10,10,1,3,1,10
RUS,10,10,1,3,2,9
RUS,10,10,4,1,1,5
RUS,10,10,4,6,3,5
RUS,10,10,4,3,2,6
RUS,9,9,3,3,3,7
RUS,10,10,10,5,1,10
RUS,10,9,6,5,2,7
RUS,10,10,1,1,1,10
RUS,10,9,7,6,1,10
RUS,7,7,4,6,4,6
RUS,7,4,9,8,8,8
RUS,7,8,7,6,6,7
RUS,10,10,5,5,6,8
RUS,6,7,4,8,7,8
RUS,10,10,1,1,8,6
RUS,10,10,1,5,1,10
RUS,10,10,2,1,10,10
RUS,10,10,7,2,10,5
RUS,7,7,-1,3,1,5
RUS,10,10,2,5,1,10
RUS,4,4,5,5,4,6
RUS,10,10,5,3,1,10
RUS,8,10,5,2,1,8
RUS,10,10,5,1,1,10
RUS,7,8,3,3,6,7
RUS,6,7,4,4,6,7
RUS,5,6,9,10,10,6
RUS,9,8,4,8,4,6
RUS,10,10,1,1,1,10
RUS,7,9,10,6,4,6
RUS,8,5,3,2,1,7
RUS,5,7,1,7,5,7
RUS,8,7,5,3,2,9
RUS,-1,6,8,7,10,6
RUS,10,9,6,8,6,7
RUS,8,7,7,7,10,8
RUS,10,10,9,6,1,10
RUS,10,10,1,2,1,10
RUS,5,5,4,3,7,4
RUS,8,6,7,8,8,6
RUS,8,7,6,5,2,7
RUS,8,8,10,8,9,7
RUS,9,9,8,8,7,7
RUS,10,5,4,4,6,5
RUS,10,10,6,5,4,5
RUS,10,10,3,2,3,9
RUS,10,10,5,3,2,10
RUS,8,7,3,5,6,8
RUS,7,5,5,4,7,7
RUS,10,10,3,6,3,7
RUS,10,10,5,5,5,10
RUS,7,3,8,8,7,8
RUS,10,10,10,10,10,10
RUS,1,1,5,1,1,8
RUS,5,5,5,10,6,8
RUS,9,10,5,8,8,8
RUS,9,9,8,9,9,3
RUS,9,9,8,3,2,9
RUS,10,10,6,1,1,10
RUS,10,10,5,1,1,10
RUS,9,9,2,7,3,7
RUS,9,9,2,6,7,6
RUS,8,8,8,3,1,8
RUS,4,8,5,5,8,5
RUS,8,5,5,5,3,7
RUS,10,10,2,5,1,10
RUS,8,8,2,5,2,8
RUS,10,10,5,5,5,10
RUS,9,10,6,6,1,10
RUS,7,9,7,8,4,6
RUS,4,5,4,7,6,5
RUS,8,7,6,7,7,8
RUS,7,6,6,6,6,7
RUS,8,6,6,6,6,7
RUS,10,8,5,4,10,10
RUS,10,8,6,9,10,10
RUS,8,7,6,1,4,7
RUS,4,4,7,5,3,6
RUS,6,4,5,10,6,5
RUS,5,10,6,5,6,6
RUS,10,10,5,4,3,6
RUS,10,10,4,3,4,5
RUS,10,10,5,4,6,6
RUS,10,10,9,-1,5,7
RUS,10,10,10,10,10,8
RUS,8,1,8,8,1,8
RUS,7,7,5,3,7,5
RUS,9,10,7,4,1,9
RUS,8,8,1,1,6,6
RUS,10,10,1,1,6,8
RUS,1,1,5,10,10,4
RUS,4,6,3,6,9,7
RUS,10,8,5,5,2,4
RUS,10,10,10,10,5,8
RUS,10,4,4,5,1,6
RUS,10,10,10,9,5,8
RUS,8,8,4,6,6,7
RUS,4,6,5,7,10,7
RUS,7,8,5,6,7,7
RUS,3,4,5,3,7,7
RUS,7,8,5,5,3,7
RUS,8,4,8,7,7,7
RUS,2,7,4,6,6,8
RUS,2,2,8,3,7,6
RUS,10,7,10,1,1,10
RUS,9,6,7,5,7,9
RUS,10,8,9,7,9,7
RUS,10,8,1,10,2,5
RUS,7,7,3,4,7,8
RUS,6,5,6,7,7,7
RUS,3,8,5,4,4,8
RUS,1,1,1,10,1,10
RUS,10,10,5,5,8,10
RUS,8,10,5,5,3,7
RUS,6,5,10,7,8,6
RUS,10,10,7,6,5,5
RUS,10,10,6,2,5,6
RUS,7,5,5,5,6,8
RUS,10,10,5,10,1,10
RUS,-1,10,10,10,1,10
RUS,8,10,5,5,1,9
RUS,5,10,1,1,8,10
RUS,8,7,4,7,9,8
RUS,8,8,1,2,3,9
RUS,10,10,10,5,1,10
RUS,10,10,10,1,1,5
RUS,10,10,10,1,1,5
RUS,10,10,3,3,10,10
RUS,10,10,2,1,9,10
RUS,9,9,1,2,8,10
RUS,7,10,8,5,1,5
RUS,9,9,-1,10,10,8
RUS,8,10,-1,1,4,9
RUS,4,6,8,9,10,7
RUS,3,3,4,6,3,7
RUS,5,7,5,5,3,9
RUS,7,10,10,10,2,8
RUS,10,10,10,7,6,8
RUS,4,8,2,1,1,8
RUS,8,10,9,5,1,9
RUS,8,10,7,9,7,8
RUS,8,10,10,1,1,8
RUS,7,9,8,8,2,7
RUS,10,10,6,5,3,10
RUS,10,10,2,2,2,10
RUS,8,10,6,3,5,9
RUS,8,8,3,3,5,8
RUS,7,7,5,5,5,8
RUS,8,8,4,4,6,10
RUS,10,10,3,-1,4,1
RUS,10,10,3,1,3,10
RUS,-1,10,1,-1,10,6
RUS,8,8,10,1,3,9
RUS,6,6,5,5,8,6
RUS,10,10,4,1,4,10
RUS,10,10,5,1,1,10
RUS,8,9,3,2,3,8
RUS,10,10,5,1,5,10
RUS,8,9,3,1,4,10
RUS,10,10,4,3,4,10
RUS,10,10,-1,1,10,8
RUS,10,10,1,-1,10,10
RUS,8,10,5,5,10,10
RUS,10,10,-1,-1,10,10
RUS,10,10,1,1,10,10
RUS,10,10,-1,-1,10,10
RUS,7,8,3,4,8,7
RUS,1,1,1,2,3,9
RUS,7,10,7,-1,4,10
RUS,10,10,10,10,1,10
RUS,10,10,10,10,1,5
RUS,10,10,8,9,1,10
RUS,10,10,8,10,5,10
RUS,7,9,6,3,3,9
RUS,10,10,10,1,10,10
RUS,5,8,8,-1,1,10
RUS,4,10,9,9,4,7
RUS,5,5,2,5,1,7
RUS,10,10,6,10,10,10
RUS,7,9,6,1,1,6
RUS,6,6,-1,5,5,10
RUS,9,9,3,6,1,10
RUS,10,10,8,8,1,7
RUS,8,8,10,10,8,5
RUS,8,8,8,8,1,10
RUS,8,8,5,10,8,5
RUS,5,5,5,5,5,10
RUS,10,10,5,5,10,10
RUS,-1,-1,-1,-1,-1,10
RUS,6,4,5,5,5,6
RUS,9,9,7,4,3,9
RUS,10,7,1,10,1,9
RUS,10,10,3,3,6,8
RUS,5,8,5,7,1,8
RUS,10,6,1,8,1,8
RUS,10,10,10,10,1,10
RUS,8,9,5,-1,8,8
RUS,10,10,7,5,1,10
RUS,10,8,1,8,1,9
RUS,10,10,7,7,10,6
RUS,1,4,5,10,1,10
RUS,5,6,7,5,5,6
RUS,6,7,10,10,5,6
RUS,10,10,4,3,2,9
RUS,10,10,1,1,1,10
RUS,7,8,1,7,3,7
RUS,7,7,1,7,3,7
RUS,7,10,1,6,1,5
RUS,9,10,1,1,3,8
RUS,6,6,6,6,6,5
RUS,5,6,7,7,7,5
RUS,3,5,5,9,6,10
RUS,4,7,10,10,1,6
RUS,3,4,4,9,10,10
RUS,10,10,1,2,3,10
RUS,10,9,7,4,10,9
RUS,5,6,3,2,1,10
RUS,10,10,8,5,10,10
RUS,10,10,10,10,10,8
RUS,8,8,8,2,5,8
RUS,5,10,5,1,3,10
RUS,10,10,5,1,8,10
RUS,6,5,5,5,5,7
RUS,10,10,5,10,6,10
RUS,7,6,6,5,7,7
RUS,6,10,5,5,5,8
RUS,6,4,5,4,5,6
RUS,10,10,10,8,1,10
RUS,8,9,7,10,7,9
RUS,10,10,8,9,10,10
RUS,9,10,6,8,10,9
RUS,10,9,8,10,8,8
RUS,10,9,9,9,1,8
RUS,7,4,5,5,5,8
RUS,6,3,8,5,6,6
RUS,6,3,8,6,8,7
RUS,10,10,10,1,1,10
RUS,10,10,10,10,10,10
RUS,6,10,7,9,6,6
RUS,5,8,7,8,8,7
RUS,9,7,10,10,10,7
RUS,8,7,8,7,6,8
RUS,8,10,8,7,8,6
RUS,8,10,1,1,8,10
RUS,2,3,1,8,1,7
RUS,10,10,2,2,8,10
RUS,10,10,1,1,8,10
RUS,10,9,1,10,1,9
RUS,5,7,5,5,7,9
RUS,7,5,8,7,3,2
RUS,8,7,6,3,2,7
RUS,6,7,10,7,5,6
RUS,10,10,5,8,8,6
RUS,10,9,8,6,3,8
RUS,5,8,3,8,3,6
RUS,8,8,8,7,7,9
RUS,9,10,3,9,8,10
RUS,10,10,5,7,4,10
RUS,10,10,5,1,5,10
RUS,7,9,6,7,6,7
RUS,3,3,5,9,8,7
RUS,8,10,10,10,5,4
RUS,10,10,5,1,1,10
RUS,10,10,1,1,1,10
RUS,10,10,1,1,5,10
RUS,10,10,1,6,1,10
RUS,10,10,-1,1,-1,10
RUS,10,10,1,1,1,10
RUS,10,10,1,1,1,10
RUS,10,10,-1,1,1,10
RUS,4,9,9,4,4,8
RUS,10,10,10,2,1,10
RUS,10,10,5,7,1,10
